23,43,5,19,12,50,26,49,24,13,20,45,34,38,1,48,21,41,6,47,14,7,32,31,9,15,22,29,40,8,2,44,30,16,42,27,36,35,3,25,33,37,4,28,17,39,18,46,10,11,   Generation No: 207    Distance: 13027,8918104063
23,43,5,19,12,38,34,45,20,13,24,49,26,50,1,48,21,41,6,47,14,7,32,31,9,15,22,29,40,8,2,44,30,16,42,27,36,35,3,25,33,37,4,28,17,39,18,46,10,11,   Generation No: 223    Distance: 12995,8364821897
46,18,39,17,28,4,37,33,25,3,35,36,40,8,2,44,30,16,42,27,29,22,15,9,31,32,7,14,47,6,41,21,48,1,38,34,45,20,13,24,49,26,50,12,19,5,43,23,10,11,   Generation No: 225    Distance: 12500,907257216
46,18,39,17,28,4,33,37,25,3,35,36,40,8,2,44,30,16,42,27,29,22,15,9,31,32,7,14,47,6,41,21,48,1,38,34,45,20,13,24,49,26,50,12,19,5,43,23,10,11,   Generation No: 240    Distance: 12489,9246555827
46,18,39,17,28,4,33,37,25,3,35,36,40,8,2,44,30,16,42,27,19,12,50,26,49,24,13,20,45,34,38,1,48,21,41,6,47,14,7,32,31,9,15,22,29,5,43,23,10,11,   Generation No: 259    Distance: 12469,2265707227
46,18,39,17,28,4,33,37,25,3,35,36,40,8,2,44,30,16,42,27,23,43,5,19,12,50,26,49,24,13,20,45,34,38,1,48,21,41,6,47,14,7,32,31,9,15,22,29,10,11,   Generation No: 260    Distance: 12172,1751780284
46,18,39,17,28,4,33,37,25,3,35,36,40,8,2,48,1,38,34,45,20,13,24,49,26,50,12,19,5,43,23,27,42,16,30,44,21,41,6,47,14,7,32,31,9,15,22,29,10,11,   Generation No: 269    Distance: 11971,5685171206
46,18,39,17,28,4,33,37,25,3,35,36,40,8,2,48,1,38,34,45,20,13,26,49,24,50,12,19,5,43,23,27,42,16,30,44,21,41,6,47,14,7,32,31,9,15,22,29,10,11,   Generation No: 280    Distance: 11882,2113360046
46,18,39,17,28,4,33,37,25,3,35,36,40,8,2,48,1,38,34,12,50,24,49,26,13,20,45,19,5,43,23,27,42,16,30,44,21,41,6,47,14,7,32,31,9,15,22,29,10,11,   Generation No: 285    Distance: 11682,5266625622
46,18,39,17,28,4,33,37,25,3,35,36,40,8,2,48,1,38,34,12,50,24,49,29,22,15,9,31,32,7,14,47,6,41,21,44,30,16,42,27,23,43,5,19,45,20,13,26,10,11,   Generation No: 299    Distance: 11679,9811720845
46,18,39,17,2,8,40,36,35,3,25,37,33,4,28,48,1,38,34,12,50,24,49,29,22,15,9,31,32,7,14,47,6,41,21,44,30,16,42,27,23,43,5,19,45,20,13,26,10,11,   Generation No: 316    Distance: 11674,8534601171
2,17,39,18,46,8,40,36,35,21,44,30,4,24,50,12,34,38,1,48,28,16,42,27,23,47,14,7,32,31,9,15,22,29,49,33,37,25,3,41,6,43,5,19,45,20,13,26,10,11,   Generation No: 337    Distance: 11563,9595060729
46,18,39,17,2,8,40,36,35,3,25,37,33,4,28,48,1,38,34,12,50,24,49,13,20,45,19,5,43,23,27,42,16,30,44,21,41,6,47,14,7,32,31,9,15,22,29,26,10,11,   Generation No: 339    Distance: 11454,6108721059
2,17,39,18,46,8,40,36,35,21,44,30,4,24,29,22,15,9,31,32,7,14,47,23,27,42,16,28,48,1,38,34,12,50,49,33,37,25,3,41,6,43,5,19,45,20,13,26,10,11,   Generation No: 344    Distance: 11357,0584349933
2,17,39,18,46,8,40,36,35,21,44,30,4,24,29,43,6,41,3,25,37,33,49,50,12,34,38,1,48,28,16,42,27,23,47,14,7,32,31,9,15,22,5,19,45,20,13,26,10,11,   Generation No: 365    Distance: 11197,2543732613
2,17,39,18,46,8,40,36,35,21,44,30,4,24,29,43,6,7,14,47,23,27,42,16,28,48,1,38,34,12,50,49,33,37,25,3,41,32,31,9,15,22,5,19,45,20,13,26,10,11,   Generation No: 375    Distance: 11197,1236616256
2,17,39,18,46,8,40,1,48,28,16,42,27,23,47,14,7,32,31,9,15,22,29,24,4,30,44,21,35,36,38,34,12,50,49,33,37,25,3,41,6,43,5,19,45,20,13,26,10,11,   Generation No: 380    Distance: 11093,5825648575
2,17,39,18,46,8,40,1,48,28,44,30,4,24,29,22,15,9,31,32,7,14,47,23,27,42,16,21,35,36,38,34,12,50,49,33,37,25,3,41,6,43,5,19,45,20,13,26,10,11,   Generation No: 403    Distance: 10756,3921104661
2,4,30,44,28,48,1,40,8,46,18,39,17,24,29,22,15,9,31,32,7,14,47,23,27,42,16,21,35,36,38,34,12,50,49,33,37,25,3,41,6,43,5,19,45,20,13,26,10,11,   Generation No: 420    Distance: 10720,312915701
2,4,30,44,28,48,1,40,8,46,18,39,17,24,29,22,15,9,31,32,7,14,13,20,45,19,5,43,6,41,3,25,37,33,49,50,12,34,38,36,35,21,16,42,27,23,47,26,10,11,   Generation No: 433    Distance: 10582,0588330624
4,2,30,44,28,48,1,40,8,46,18,39,17,24,29,22,15,9,31,32,7,14,13,20,45,19,5,43,6,41,3,25,37,33,49,50,12,34,38,36,35,21,16,42,27,23,47,26,10,11,   Generation No: 445    Distance: 10512,9937487326
4,2,30,44,28,18,46,8,40,1,48,39,17,24,29,22,15,9,31,32,7,14,13,20,45,19,5,43,6,41,3,25,37,33,49,50,12,34,38,36,35,21,16,42,27,23,47,26,10,11,   Generation No: 473    Distance: 10508,7312574271
4,2,30,44,28,18,46,8,40,1,48,39,17,24,29,22,43,5,19,45,20,13,14,7,32,31,9,15,6,41,3,25,37,33,49,50,12,34,38,36,35,21,16,42,27,23,47,26,10,11,   Generation No: 481    Distance: 10458,6337231262
4,2,30,44,28,18,46,8,40,1,48,39,17,24,29,22,43,5,19,45,20,13,14,25,3,41,6,15,9,31,32,7,37,33,49,50,12,34,38,36,35,21,16,42,27,23,47,26,10,11,   Generation No: 484    Distance: 10117,5326388365
4,2,30,44,28,18,46,8,40,1,48,39,17,24,29,22,43,5,15,6,41,3,25,14,13,20,45,19,9,31,32,7,37,33,49,50,12,34,38,36,35,21,16,42,27,23,47,26,10,11,   Generation No: 486    Distance: 9858,42419222176
4,2,30,44,28,18,46,8,40,1,48,39,17,24,29,22,47,23,27,42,16,21,35,36,38,34,12,50,49,33,37,7,32,31,9,19,45,20,13,14,25,3,41,6,15,5,43,26,10,11,   Generation No: 495    Distance: 9832,02319596146
4,12,50,49,33,37,7,32,31,9,19,45,20,13,14,25,3,41,6,15,5,43,22,29,24,17,39,48,1,40,8,46,18,28,44,30,2,34,38,36,35,21,16,42,27,23,47,26,10,11,   Generation No: 502    Distance: 9719,03305519339
4,12,50,49,33,37,7,32,23,27,42,16,21,35,36,38,34,2,30,44,28,18,46,8,40,1,48,39,17,24,29,22,43,5,15,6,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 545    Distance: 9626,1081952545
4,12,50,49,33,42,27,23,32,7,37,16,21,35,36,38,34,2,30,44,28,18,46,8,40,1,48,39,17,24,29,22,43,5,15,6,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 558    Distance: 9599,73029222634
4,12,50,49,33,42,27,23,15,5,43,22,29,24,17,39,48,1,40,8,46,18,28,44,30,2,34,38,36,35,21,16,37,7,32,6,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 566    Distance: 9445,72278602912
4,12,50,49,33,42,27,23,15,5,22,43,29,24,17,39,48,1,40,8,46,18,28,44,30,2,34,38,36,35,21,16,37,7,32,6,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 585    Distance: 9285,91872429708
4,12,50,49,33,42,27,23,15,5,22,43,29,24,17,39,48,1,40,8,46,18,34,2,30,44,28,38,36,35,21,16,37,7,32,6,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 606    Distance: 9264,84864740178
4,12,50,49,16,21,35,36,38,34,2,30,44,28,18,46,8,40,1,48,39,17,24,29,43,22,5,15,23,27,42,33,37,7,32,6,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 613    Distance: 9141,29891366068
49,50,12,4,16,21,35,36,38,34,2,30,44,28,18,46,8,40,1,48,39,17,24,29,43,22,5,15,23,27,42,33,37,7,32,6,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 628    Distance: 9086,67340500291
49,50,12,4,46,18,28,44,30,2,34,38,36,35,21,16,8,40,1,48,39,17,24,29,43,22,5,15,23,27,42,33,37,7,32,6,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 640    Distance: 9078,43844685752
49,50,12,4,46,18,28,44,30,2,34,16,21,35,36,38,8,40,1,48,39,17,24,29,43,22,5,15,23,27,42,33,37,7,32,6,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 673    Distance: 9001,08611037916
49,50,12,4,46,18,28,44,30,2,34,16,6,32,7,37,33,42,27,23,15,5,22,43,29,24,17,39,48,1,40,8,38,36,35,21,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 674    Distance: 8653,80842077521
49,50,12,4,46,18,28,44,30,38,8,40,1,48,39,17,24,29,43,22,5,15,23,27,42,33,37,7,32,6,16,34,2,36,35,21,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 680    Distance: 8630,08137546673
49,50,12,4,46,48,1,40,8,38,30,44,28,18,39,17,24,29,43,22,5,15,23,27,42,33,37,7,32,6,16,34,2,36,35,21,41,3,25,14,13,20,45,19,9,31,47,26,10,11,   Generation No: 701    Distance: 8627,38225214446
49,50,12,4,46,26,47,31,9,19,45,20,13,14,25,3,41,21,35,36,2,34,38,8,40,1,48,39,17,24,29,43,22,5,15,23,27,42,33,37,7,32,6,16,30,44,28,18,10,11,   Generation No: 702    Distance: 8607,3350096025
49,50,12,4,40,8,38,34,2,36,35,21,41,3,25,14,13,20,45,19,9,31,47,26,46,1,48,39,17,24,29,43,22,5,15,23,27,42,33,37,7,32,6,16,30,44,28,18,10,11,   Generation No: 726    Distance: 8606,07972926888
49,50,12,4,40,8,38,34,2,36,35,21,41,3,25,14,13,20,45,19,31,9,47,26,46,1,48,39,17,24,29,43,22,5,15,23,27,42,33,37,7,32,6,16,30,44,28,18,10,11,   Generation No: 744    Distance: 8604,94360053371
20,13,14,25,3,41,21,35,36,2,34,38,8,40,28,44,30,26,46,1,48,39,17,24,29,43,22,5,15,23,27,42,33,37,7,32,6,16,47,9,31,19,45,49,50,12,4,18,10,11,   Generation No: 828    Distance: 8600,10776721919
20,13,14,25,3,41,21,45,19,31,9,47,16,6,32,7,37,33,42,27,23,15,5,22,43,29,24,17,39,48,1,46,26,30,44,28,40,8,38,34,2,36,35,49,50,12,4,18,10,11,   Generation No: 831    Distance: 8244,35201235552
20,13,14,25,3,41,21,45,19,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,17,39,48,1,46,26,30,44,28,40,8,38,34,2,36,35,49,50,12,4,18,10,11,   Generation No: 912    Distance: 8195,00515219991
20,13,14,25,3,41,21,45,19,35,36,2,34,38,8,40,28,44,30,26,46,1,48,39,17,24,29,43,22,5,15,27,23,42,33,37,7,32,6,16,47,9,31,49,50,12,4,18,10,11,   Generation No: 949    Distance: 8132,80628911033
20,13,14,25,3,41,21,45,19,35,36,2,34,38,30,44,28,40,8,26,46,1,48,39,17,24,29,43,22,5,15,27,23,42,33,37,7,32,6,16,47,9,31,49,50,12,4,18,10,11,   Generation No: 988    Distance: 7694,89056892269
20,13,14,25,3,41,21,45,19,35,36,2,34,38,30,44,28,48,1,46,26,8,40,39,17,24,29,43,22,5,15,27,23,42,33,37,7,32,6,16,47,9,31,49,50,12,4,18,10,11,   Generation No: 1038    Distance: 7693,27833123535
20,13,14,25,3,41,21,45,19,35,36,2,34,38,30,44,28,40,8,48,1,46,26,39,17,24,29,43,22,5,15,27,23,42,33,37,7,32,6,16,47,9,31,49,50,12,4,18,10,11,   Generation No: 1048    Distance: 7661,6919801079
20,13,14,25,3,41,21,45,19,2,36,35,34,38,30,44,28,40,8,48,1,46,26,39,17,24,29,43,22,5,15,27,23,42,33,37,7,32,6,16,47,9,31,49,50,12,4,18,10,11,   Generation No: 1068    Distance: 7654,88680617412
20,13,14,25,3,41,21,45,19,35,36,2,34,38,30,44,28,40,8,48,1,46,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,39,17,26,49,50,12,4,18,10,11,   Generation No: 1071    Distance: 7495,29165812222
20,13,14,25,3,41,21,45,19,35,36,2,34,38,30,44,28,40,8,48,49,26,17,39,24,29,43,22,5,15,27,23,42,33,37,7,32,6,16,47,9,31,46,1,50,12,4,18,10,11,   Generation No: 1078    Distance: 7235,82960525045
20,13,14,25,3,41,21,45,19,35,36,2,34,38,30,44,28,40,8,48,49,26,17,39,10,18,4,12,50,1,46,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1096    Distance: 7124,11962009554
20,46,1,50,12,4,18,10,39,17,26,49,48,8,40,28,44,30,38,34,2,36,35,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1113    Distance: 6902,62431789093
20,46,1,50,12,4,39,10,18,17,26,49,48,8,40,28,44,30,38,34,2,36,35,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1171    Distance: 6865,05147934062
20,46,40,8,48,49,26,17,18,10,39,4,12,50,1,28,44,30,38,34,2,36,35,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1255    Distance: 6858,11754605658
20,46,40,8,48,49,10,18,17,26,39,4,12,50,1,28,44,30,38,34,2,36,35,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1267    Distance: 6824,99689003889
20,46,40,8,48,49,10,18,17,26,39,4,12,50,1,28,44,30,38,35,36,2,34,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1284    Distance: 6643,39231771898
20,4,39,26,17,18,10,49,48,8,40,46,50,12,1,28,44,30,38,35,36,2,34,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1312    Distance: 6539,82391032136
20,39,4,26,17,18,10,49,48,8,40,46,50,12,1,28,44,30,38,35,36,2,34,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1327    Distance: 6489,75429677701
20,39,4,26,17,18,10,49,48,8,40,46,50,12,1,36,35,38,30,44,28,2,34,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1340    Distance: 6482,50266969054
26,4,39,20,17,18,10,49,48,8,40,46,50,12,1,36,35,38,30,44,28,2,34,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1444    Distance: 6380,25022872165
26,49,10,18,17,20,39,4,48,8,40,46,50,12,1,36,35,38,30,44,28,2,34,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1520    Distance: 6242,60884357217
26,49,10,18,17,20,39,4,48,8,40,46,50,12,1,36,35,38,2,28,44,30,34,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1537    Distance: 5890,50958731297
26,49,10,18,17,20,30,44,28,2,38,35,36,1,12,50,46,40,8,48,4,39,34,19,45,21,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1551    Distance: 5832,65548105583
26,49,10,18,17,20,30,44,28,2,38,35,36,1,12,50,46,40,8,48,4,39,34,21,45,19,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1568    Distance: 5762,24971702404
26,49,10,18,17,2,28,44,30,20,38,35,36,1,12,50,46,40,8,48,4,39,34,21,45,19,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1644    Distance: 5747,64142260957
26,49,10,18,17,4,48,8,40,46,50,12,1,36,35,38,20,30,44,28,2,39,34,21,45,19,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1883    Distance: 5687,64581121438
26,49,10,18,17,4,48,8,40,46,50,12,1,36,35,38,39,2,28,44,30,20,34,21,45,19,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1937    Distance: 5340,93951358056
26,49,10,18,17,4,48,8,40,46,50,12,1,36,38,35,39,2,28,44,30,20,34,21,45,19,41,3,25,14,13,31,9,47,16,6,32,7,37,33,42,23,27,15,5,22,43,29,24,11,   Generation No: 1945    Distance: 5340,51890359338
26,29,43,22,5,15,27,23,42,33,37,7,32,6,16,47,9,31,13,14,25,3,41,19,45,21,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 2019    Distance: 5139,12374654307
26,29,43,22,5,15,27,23,42,33,37,6,32,7,16,47,9,31,13,14,25,3,41,19,45,21,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 2078    Distance: 4786,60959466342
26,29,43,22,5,15,27,23,42,33,37,6,32,7,16,47,9,31,25,14,13,3,41,19,45,21,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 2141    Distance: 4743,222429078
26,29,43,22,5,15,27,23,42,33,37,6,32,7,31,9,47,16,25,14,13,3,41,19,45,21,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 2319    Distance: 4738,56490646859
26,29,43,22,5,15,27,23,42,33,37,6,32,7,9,31,47,16,25,14,13,3,41,19,45,21,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 2321    Distance: 4738,47841911363
26,29,43,22,5,15,27,23,31,42,33,37,6,32,7,9,47,16,25,14,13,3,41,19,45,21,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 2505    Distance: 4731,02057585526
26,29,43,22,5,15,27,23,31,42,33,37,6,32,7,9,16,47,25,14,13,3,41,19,45,21,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 2609    Distance: 4605,97491198345
26,29,43,22,5,15,27,23,31,42,9,7,32,6,37,33,16,47,25,14,13,3,41,19,45,21,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 2625    Distance: 4543,60560448232
26,29,43,22,5,15,27,23,31,42,9,7,32,6,37,33,16,47,25,14,13,41,3,19,45,21,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 2791    Distance: 4543,23768303827
26,29,43,22,5,15,27,23,7,9,42,31,32,6,37,33,16,47,25,14,13,41,3,19,45,21,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 2852    Distance: 4536,9271561334
26,29,43,22,5,15,27,23,7,9,42,31,32,6,37,33,16,47,25,14,13,41,3,19,21,45,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 2963    Distance: 4450,30682043804
26,29,43,22,15,5,27,23,7,9,42,31,32,6,37,33,16,47,25,14,13,41,3,19,21,45,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 3413    Distance: 4292,25045765318
26,29,43,22,15,5,27,23,9,7,42,31,32,6,37,33,16,47,25,14,13,41,3,19,21,45,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 3597    Distance: 4275,88273493943
26,29,43,22,15,5,27,23,32,31,42,7,9,6,37,33,16,47,25,14,13,41,3,19,21,45,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 3850    Distance: 4272,45472454356
26,29,43,22,15,5,27,23,32,6,9,7,42,31,37,33,16,47,25,14,13,41,3,19,21,45,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 4114    Distance: 4168,92147729294
26,43,29,22,15,5,27,23,32,6,9,7,42,31,37,33,16,47,25,14,13,41,3,19,21,45,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 4135    Distance: 4079,44572646162
26,43,29,22,15,5,27,23,32,6,9,7,42,31,37,33,16,47,25,13,14,41,3,19,21,45,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 4140    Distance: 4079,38390996594
26,43,29,22,15,5,27,23,32,6,9,31,42,7,37,33,16,47,25,13,14,41,3,19,21,45,34,20,30,44,28,2,39,35,38,36,1,12,50,46,40,8,48,4,17,18,10,49,24,11,   Generation No: 4257    Distance: 3963,22779047399
17,4,48,8,40,46,50,12,1,36,38,35,39,2,28,44,30,20,34,45,21,19,3,41,14,13,25,47,16,33,37,7,42,31,9,6,32,23,27,5,15,22,29,43,26,18,10,49,24,11,   Generation No: 4442    Distance: 3936,96073897949
17,4,48,8,40,46,50,12,1,39,35,38,36,2,28,44,30,20,34,45,21,19,3,41,14,13,25,47,16,33,37,7,42,31,9,6,32,23,27,5,15,22,29,43,26,18,10,49,24,11,   Generation No: 4497    Distance: 3860,77569283592
17,4,48,8,40,46,50,12,1,39,35,38,36,2,28,44,30,20,34,45,21,19,13,14,41,3,25,47,16,33,37,7,42,31,9,6,32,23,27,5,15,22,29,43,26,18,10,49,24,11,   Generation No: 4510    Distance: 3761,08991424671
17,4,48,8,40,46,50,12,1,39,35,38,36,2,28,44,34,20,30,45,21,19,13,14,41,3,25,47,16,33,37,7,42,31,9,6,32,23,27,5,15,22,29,43,26,18,10,49,24,11,   Generation No: 4519    Distance: 3695,89681359368
